name	base_ingredient_1_name	base_ingredient_1_qty	base_ingredient_2_name	base_ingredient_2_qty	base_ingredient_3_name	base_ingredient_3_qty	base_ingredient_4_name	base_ingredient_4_qty	base_ingredient_5_name	base_ingredient_5_qty	base_ingredient_6_name	base_ingredient_6_qty	base_ingredient_7_name	base_ingredient_7_qty	base_ingredient_8_name	base_ingredient_8_qty	base_ingredient_9_name	base_ingredient_9_qty	base_ingredient_10_name	base_ingredient_10_qty	base_ingredient_11_name	base_ingredient_11_qty	base_ingredient_12_name	base_ingredient_12_qty	base_ingredient_13_name	base_ingredient_13_qty	base_ingredient_14_name	base_ingredient_14_qty	base_ingredient_15_name	base_ingredient_15_qty	base_ingredient_16_name	base_ingredient_16_qty	base_ingredient_17_name	base_ingredient_17_qty	base_ingredient_18_name	base_ingredient_18_qty	base_ingredient_19_name	base_ingredient_19_qty	base_ingredient_20_name	base_ingredient_20_qty	base_ingredient_21_name	base_ingredient_21_qty	base_ingredient_22_name	base_ingredient_22_qty	base_ingredient_23_name	base_ingredient_23_qty	base_ingredient_24_name	base_ingredient_24_qty	base_ingredient_25_name	base_ingredient_25_qty	base_ingredient_26_name	base_ingredient_26_qty	base_ingredient_27_name	base_ingredient_27_qty
Soaked Sword	Orichalcum Ore	16200	Flux	1050	Wood	4320	Starmetal Ore	1800	Iron Ore	7200	Refining Materials Tier 5	780	Masterwork Material Converter	39	Pattern: Soaked Sword	1	Ironwood	3240	Sandpaper	210	Wyrdwood	360	Aged Wood	480	Green Wood	960	Azoth	225	Iron Hide	1620	Refining Materials Tier 3	2100	Common Material Converter	105	Rawhide	960	Thick Hide	180																
Gashing Crude Iron Armaments	Rawhide	30	Weaponsmithing Work Order	1	Green Wood	30	Iron Ore	30																																														
Fish	Fish	1																																																				
Pattern: Temple Guard's Breastplate	Pattern: Temple Guard's Breastplate	1																																																				
Cut Pristine Amber	Solvent	54	Earth Mote	440	Flawed Amber	60																																																
Paprika	Paprika	1																																																				
Covenant Templar Jacket of the Cleric	Azoth	50	Covenant Templar Jacket of the Priest	1	Covenant Cleric Seal	1																																																
Covenant Initiate Boots of the Brigand	Covenant Brigand Seal	1	Azoth	50	Covenant Initiate Boots of the Barbarian	1																																																
Orichalcum Heavy Helm	Tier 5 Metals	10	Leathers	4	Cloth	4																																																
Soft Cyan Dye	Cyan Pigment	2	Water	3	White Pigment	1																																																
Marauder Soldier Jacket of the Occultist	Marauder Occultist Seal	1	Marauder Soldier Jacket of the Priest	1	Azoth	50																																																
Syndicate Cabalist Jacket of the Barbarian	Azoth	50	Syndicate Barbarian Seal	1	Syndicate Cabalist Jacket of the Priest	1																																																
Graverobber's Rapier	Orichalcum Ore	16200	Flux	1050	Wood	4320	Starmetal Ore	1800	Iron Ore	7200	Refining Materials Tier 5	780	Masterwork Material Converter	39	Ironwood	3240	Sandpaper	210	Wyrdwood	360	Aged Wood	480	Green Wood	960	Pattern: Graverobber's Rapier	1	Azoth	225	Iron Hide	1620	Refining Materials Tier 3	2100	Common Material Converter	105	Rawhide	960	Thick Hide	180																
Imbued Brilliant Opal Amulet	Trinket Chains	1	Precious Metals	1	Trinket Gem Settings	1	Soul Mote	80	Solvent	12	Flawed Opal	12																																										
Starmetal Precision Tools	Starmetal Precision Tools	1																																																				
Gypsum Orb	Ruby Gypsum	2																																																				
Syndicate Scrivener Hat of the Barbarian	Azoth	50	Syndicate Barbarian Seal	1	Syndicate Scrivener Hat of the Brigand	1																																																
Asmodeum Hook	Orichalcum Ore	4320	Flux	280	Wood	1152	Starmetal Ore	480	Iron Ore	1920	Refining Materials Tier 5	160	Masterwork Material Converter	8																																								
Ornate Bronze Stove	Refining Materials Tier 5	400	Masterwork Material Converter	20	Oil	8	Flux	70	Wood	280	Starmetal Ore	120	Iron Ore	480	Orichalcum Ore	80	Ironwood	120	Sandpaper	105	Wyrdwood	180	Aged Wood	240	Green Wood	480																												
Covenant Templar Hat of the Cleric	Covenant Templar Hat of the Brigand	1	Azoth	50	Covenant Cleric Seal	1																																																
Syndicate Plague Doctor Pants of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Plague Doctor Pants of the Sentry	1																																																
Dryad Patroller Hat	Metals	1	Leathers	6	Sticky Vines	10	Tier 5 Cloth	11																																														
Syndicate Alchemist Hat of the Barbarian	Azoth	50	Syndicate Alchemist Hat of the Brigand	1	Syndicate Barbarian Seal	1																																																
Advanced Compass	Work Order: Starmetal Compass	1																																																				
Marauder Legatus Breastplate of the Barbarian	Marauder Barbarian Seal	1	Marauder Legatus Breastplate of the Sentry	1	Azoth	50																																																
Guardian Plate Gauntlets	Tier 5 Metals	4	Spectral Dust	10	Leathers	4	Cloth	1																																														
Empowered Pristine Sapphire Amulet of the Soldier	Timeless Amulet Shard	1	Trinket Chains	1	Iron Battle Medal	10	Precious Metals	1	Solvent	54	Flawed Sapphire	60	Death Mote	440	Trinket Gem Settings	1																																						
Crowded Armory Rack	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Warpwood	Enchanted Bow String	1	Wirefiber	8600	Cloth Weave	525	Fibers	4800	Silk Threads	900	Refining Materials Tier 5	800	Masterwork Material Converter	40	Ironwood	11800	Sandpaper	700	Wyrdwood	1200	Aged Wood	1600	Green Wood	3200	Iron Hide	2700	Refining Materials Tier 3	3500	Common Material Converter	175	Rawhide	1600	Thick Hide	300	Splintered Bow	1																		
Syndicate Chronicler Breastplate of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Chronicler Breastplate of the Barbarian	1																																																
Tier 5 Protective Reagents	Tier 5 Protective Reagents	1																																																				
Infused Silk Pants of the Ranger	Rough Leather Beaded Straps	10	Timeless Pants Shard	1	Leathers	6	Metals	2	Tier 5 Cloth	10																																												
Tempered Pristine Emerald Amulet of the Sage	Timeless Amulet Shard	1	Trinket Chains	1	Earth Mote	440	Solvent	54	Flawed Emerald	60	Precious Metals	1	Softwood Prayer Beads	10	Trinket Gem Settings	1																																						
Syndicate Chronicler Pants of the Barbarian	Syndicate Chronicler Pants of the Brigand	1	Azoth	50	Syndicate Barbarian Seal	1																																																
Large Salmon	Large Salmon	1																																																				
Pattern: Ta-Seti's Gloves	Pattern: Ta-Seti's Gloves	1																																																				
Roasted Carrots with Dill	Dill	1	Salt	1	Carrot	1	Milk	2																																														
Garlic Rosemary Poultry	Garlic	1	Nut	1	Fish Oil	2	Rosemary	1	Poultry	1																																												
Pork Belly Fried Rice	Garlic	1	Pork Belly	1	Nut	1	Fish Oil	2	Salt	1	Onion	1	Rice	1	Egg	1																																						
Runic Thread	Runic Thread	1																																																				
Syndicate Chronicler Legguards of the Barbarian	Syndicate Chronicler Legguards of the Barbarian	1																																																				
Orichalcum Rapier of the Scholar	Refined Wood	2	Timeless Rapier Shard	1	Tier 5 Metals	10	Leathers	1	Linen Arcane Embroidery	10																																												
Embossed Wrapping	Embossed Wrapping	1																																																				
Flawed Pearl Amulet	Trinket Chains	1	Flawed Pearl	1	Precious Metals	1	Trinket Gem Settings	1																																														
Subduer's Wrath	Flux	27	Wood	60	Starmetal Ore	30	Iron Ore	120	Refining Materials Tier 3	900	Common Material Converter	45	Rawhide	480	Thick Hide	90	Scalecord	2	Quillbark	4	Platinum Ore	24	Silver Ore	64	Gold Ore	40	Water Mote	400																										
Basic Precision Tools	Iron Precision Tools	1																																																				
Guardian Spearmarshal Leggings	Tier 5 Leather	10	Spectral Dust	10	Cloth	6	Metals	2																																														
Teak End Table	Flux	15	Wood	60	Iron Ore	180	Aged Wood	120	Sandpaper	30	Green Wood	240	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8																																				
Marauder Soldier Gauntlets of the Brigand	Marauder Soldier Gauntlets of the Barbarian	1	Marauder Brigand Seal	1	Azoth	50																																																
Marauder Destroyer Headwear of the Barbarian	Marauder Barbarian Seal	1	Marauder Destroyer Headwear of the Priest	1	Azoth	50																																																
Mahogany Cabinet	Refining Materials Tier 5	400	Masterwork Material Converter	20	Oil	8	Ironwood	280	Sandpaper	245	Wyrdwood	420	Aged Wood	560	Green Wood	1120	Flux	70	Wood	280	Starmetal Ore	120	Iron Ore	480	Orichalcum Ore	80																												
Tempered Pristine Emerald Earring of the Scholar	Earth Mote	440	Solvent	54	Flawed Emerald	60	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1	Linen Arcane Embroidery	10	Timeless Earring Shard	1																																						
Iceproof Brilliant Aquamarine Earring	Flawed Aquamarine	12	Solvent	12	Water Mote	80	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1																																										
Tier 5 Metals	Tier 5 Metals	1																																																				
Orichalcum War Hammer of the Ranger	Rough Leather Beaded Straps	10	Refined Wood	3	Leathers	2	Tier 5 Metals	15	Timeless War Hammer Shard	1																																												
Pristine Amber	Solvent	52	Earth Mote	260	Flawed Amber	60																																																
Layered Leather Coat	Tier 4 Leather	22	Metals	1	Cloth	12																																																
Syndicate Scrivener Breastplate of the Brigand	Syndicate Brigand Seal	1	Azoth	50	Syndicate Scrivener Breastplate of the Barbarian	1																																																
Taxidermied Blue-blooded Barb	Taxidermied Blue-blooded Barb	1																																																				
Timeless Gloves Shard	Timeless Gloves Shard	1																																																				
Pattern: Oak Regent Boots	Pattern: Oak Regent Boots	1																																																				
Iceproof Pristine Aquamarine Earring	Precious Metals	1	Trinket Hooks	1	Solvent	54	Water Mote	440	Flawed Aquamarine	60	Trinket Gem Settings	1																																										
Voidbent Sabatons	Infused Fur	2	Iron Hide	1080	Refining Materials Tier 5	180	Masterwork Material Converter	9	Refining Materials Tier 3	1400	Common Material Converter	70	Rawhide	640	Thick Hide	120	Wirefiber	540	Cloth Weave	35	Fibers	320	Silk Threads	60	Orichalcum Ore	4740	Life Mote	100	Soul Mote	100	Death Mote	100	Fire Mote	100	Earth Mote	100	Water Mote	100	Air Mote	100	Void Ore	1	Void Essence	1	Flux	210	Wood	864	Starmetal Ore	360	Iron Ore	1440		
Oak Small Table	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Lazarus Watcher Longsword	Metallic Boneweave	1	Refined Wood	2	Spectral Dust	10	Tier 5 Metals	10	Leathers	1																																												
Rickety Wooden Wall Shelf	Green Wood	80	Iron Ore	20	Refining Materials Tier 3	80	Common Material Converter	4	Wood	20																																												
Weak Incense	Green Wood	4	Wood	2	Cinnamon	1	Hyssop	1																																														
Padded Pristine Jasper Amulet	Trinket Chains	1	Precious Metals	1	Solvent	54	Air Mote	440	Flawed Jasper	60	Trinket Gem Settings	1																																										
Marauder Ravager Leggings of the Barbarian	Marauder Barbarian Seal	1	Marauder Ravager Leggings of the Priest	1	Azoth	50																																																
Deepwarden's Battleplate	Leathers	12	Corrupted Talisman	10	Tier 4 Metals	16	Cloth	7																																														
Opus Blade	Etched Handguard	1	Orichalcum Ore	8560	Iron Hide	4820	Refining Materials Tier 5	500	Masterwork Material Converter	25	Refining Materials Tier 3	5600	Common Material Converter	280	Rawhide	2560	Thick Hide	480	Flux	490	Wood	2016	Starmetal Ore	840	Iron Ore	3360	Ironwood	1620	Sandpaper	105	Wyrdwood	180	Aged Wood	240	Green Wood	480																		
Covenant Excubitor Pants of the Barbarian	Azoth	50	Covenant Excubitor Pants of the Brigand	1	Covenant Barbarian Seal	1																																																
Marauder Destroyer Hat of the Occultist	Marauder Occultist Seal	1	Marauder Destroyer Hat of the Brigand	1	Azoth	50																																																
Infused Leather Coat of the Sage	Tier 5 Leather	22	Metals	1	Timeless Leather Coat Shard	1	Cloth	12	Softwood Prayer Beads	10																																												
Timeless Ice Gauntlet Shard	Timeless Ice Gauntlet Shard	1																																																				
Pattern: Graverobber's Life Staff	Pattern: Graverobber's Life Staff	1																																																				
Syndicate Cabalist Pants of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Cabalist Pants of the Brigand	1																																																
Old Wooden Full Bed	Flux	1	Wood	4	Iron Ore	12	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8	Aged Wood	4	Sandpaper	1	Green Wood	8																																				
Carnelian Ring	Flawed Carnelian	3	Fire Mote	15	Solvent	4	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																										
Arboreal Pristine Amber Ring of the Sentry	Iron Guardsman's Insignia	10	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Solvent	54	Earth Mote	440	Flawed Amber	60	Trinket Gem Settings	1																																						
Tranference Ward	Tranference Ward	1																																																				
Stuffed Squash	Yeast	1	Milk	2	Squash	1	Parsley	1	Mushroom	1	Red Meat	1																																										
